Unnamed: 0.1,Unnamed: 0,id,title,vote_average,vote_count,status,release_date,revenue,runtime,adult,backdrop_path,budget,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,tagline,genres,production_companies,production_countries,spoken_languages,keywords,imdb_rating,where_to_watch
37,38,673,Harry Potter and the Prisoner of Azkaban,8.02,20038,Released,2004-05-31,789804554,141,False,/obKmfNexgL4ZP5cAmzdL4KbHHYX.jpg,130000000,https://www.warnerbros.com/movies/harry-potter-and-prisoner-azkaban/,tt0304141,en,Harry Potter and the Prisoner of Azkaban,"Year three at Hogwarts means new fun and challenges as Harry learns the delicate art of approaching a Hippogriff, transforming shape-shifting Boggarts into hilarity and even turning back time. But the term also brings danger: soul-sucking Dementors hover over the school, an ally of the accursed He-Who-Cannot-Be-Named lurks within the castle walls, and fearsome wizard Sirius Black escapes Azkaban. And Harry will confront them all.",124.386,/aWxwnYoe8p2d2fcxOqtvAtJ72Rw.jpg,Something wicked this way comes.,"Adventure, Fantasy","Warner Bros. Pictures, 1492 Pictures, Heyday Films, P of A Productions Limited","United Kingdom, United States of America",English,"witch, school friend, friendship, flying, magic, bus, traitor, child hero, school of witchcraft, black magic, time travel, school, best friend, werewolf, muggle, wizard, aftercreditsstinger, magical creature, night bus, teenage life, christmas, school class, based on young adult novel, magic spell, wizarding world",7.9,"['Amazon Prime Video', 'Disney+ hotstar']"
40,41,272,Batman Begins,7.701,19561,Released,2005-06-10,374218673,140,False,/lh5lbisD4oDbEKgUxoRaZU8HVrk.jpg,150000000,https://www.warnerbros.com/movies/batman-begins/,tt0372784,en,Batman Begins,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.",66.286,/4MpN4kIEqUjW8OPtOQJXlTdHiJV.jpg,Evil fears the knight.,"Action, Crime, Drama","Warner Bros. Pictures, DC Comics, Syncopy, Legendary Pictures, Patalex III Productions Limited","United Kingdom, United States of America","English, Urdu, Mandarin","martial arts, undercover, loss of loved one, secret identity, crime fighter, superhero, based on comic, rivalry, ninja, vigilante, tragic hero, super power, haunted by the past, evil doctor, master villain, unfulfilled love",8.2,['Amazon Prime Video']
41,42,284053,Thor: Ragnarok,7.595,19539,Released,2017-10-02,855301806,131,False,/kaIfm5ryEOwYg8mLbq8HkPuM1Fo.jpg,180000000,https://marvel.com/movies/movie/222/thor_ragnarok,tt3501632,en,Thor: Ragnarok,"Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his home-world and the end of Asgardian civilization, at the hands of a powerful new threat, the ruthless Hela.",45.2,/rzRwTcFvttcN1ZpX2xv4j3tSdJu.jpg,No hammer. No problem.,"Action, Adventure, Science Fiction",Marvel Studios,United States of America,English,"superhero, based on comic, sequel, alien planet, female villain, norse mythology, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), norse god, loki",7.9,"['Amazon Prime Video', 'Disney+ hotstar']"
42,43,150540,Inside Out,7.922,19463,Released,2015-06-09,857611174,95,False,/j29ekbcLpBvxnGk6LjdTc2EI5SA.jpg,175000000,http://movies.disney.com/inside-out,tt2096673,en,Inside Out,"Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Riley's guiding emotions— Joy, Fear, Anger, Disgust and Sadness—live in Headquarters, the control centre inside Riley's mind, where they help advise her through everyday life and tries to keep things positive, but the emotions conflict on how best to navigate a new city, house and school.",107.292,/2H1TmgdfNtsKlU9jKdeNyYL5y8T.jpg,Meet the little voices inside your head.,"Animation, Family, Adventure, Drama, Comedy","Pixar, Walt Disney Pictures",United States of America,English,"dream, san francisco, california, minnesota, sadness, cartoon, ice hockey, imaginary friend, elementary school, family relationships, memory, family, unicorn, running away, duringcreditsstinger, emotions",8.1,"['Amazon Prime Video', 'Disney+ hotstar', 'Apple TV+']"
44,45,807,Se7en,8.368,19403,Released,1995-09-22,327311859,127,False,/i5H7zusQGsysGQ8i6P361Vnr0n2.jpg,33000000,http://www.sevenmovie.com/,tt0114369,en,Se7en,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.",53.521,/6yoghtyTpznpBik8EngEmJskVUO.jpg,Seven deadly sins. Seven ways to die.,"Crime, Mystery, Thriller","New Line Cinema, Juno Pix, Cecchi Gori Pictures",United States of America,English,"drug dealer, rage and hate, police, s.w.a.t., sadism, self-fulfilling prophecy, psychopath, detective, rain, investigation, pension, evisceration, pride and vanity, immoderateness, insomnia, murder, serial killer, religion, seven deadly sins, depravity, neo-noir",8.6,['Amazon Prime Video']
45,46,674,Harry Potter and the Goblet of Fire,7.816,19287,Released,2005-11-16,895921036,157,False,/5rrGVmRUuCKVbqUu41XIWTXJmNA.jpg,150000000,https://www.warnerbros.com/movies/harry-potter-and-goblet-fire/,tt0330373,en,Harry Potter and the Goblet of Fire,"When Harry Potter's name emerges from the Goblet of Fire, he becomes a competitor in a grueling battle for glory among three wizarding schools—the Triwizard Tournament. But since Harry never submitted his name for the Tournament, who did? Now Harry must confront a deadly dragon, fierce water demons and an enchanted maze only to find himself in the cruel grasp of He Who Must Not Be Named.",134.276,/fECBtHlr0RB3foNHDiCBXeg9Bv9.jpg,Dark And Difficult Times Lie Ahead.,"Adventure, Fantasy","Warner Bros. Pictures, Heyday Films, Patalex IV Productions Limited","United Kingdom, United States of America","English, French","witch, dying and death, based on novel or book, magic, boarding school, world cup, maze, mermaid, school of witchcraft, black magic, chosen one, vision, school, tournament, dragon, wizard, teenage hero, christmas, based on young adult novel, wizarding world",7.7,['Amazon Prime Video']
46,47,22,Pirates of the Caribbean: The Curse of the Black Pearl,7.794,19233,Released,2003-07-09,655011224,143,False,/wW7Wt5bXzPy4VOEE4LTIUDyDgBo.jpg,140000000,https://movies.disney.com/pirates-of-the-caribbean-the-curse-of-the-black-pearl,tt0325980,en,Pirates of the Caribbean: The Curse of the Black Pearl,"Jack Sparrow, a freewheeling 18th-century pirate, quarrels with a rival pirate bent on pillaging Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her.",80.509,/z8onk7LV9Mmw6zKz4hT6pzzvmvl.jpg,Prepare to be blown out of the water.,"Adventure, Fantasy, Action","Walt Disney Pictures, Jerry Bruckheimer Films",United States of America,English,"blacksmith, east india company, gold, exotic island, governor, skeleton, jamaica, british empire, pirate, swashbuckler, 18th century, caribbean sea, aftercreditsstinger, pirate ship, british navy, tortuga, based on theme park ride",8.1,"['Amazon Prime Video', 'Disney+ hotstar', 'Apple TV+']"
47,48,12445,Harry Potter and the Deathly Hallows: Part 2,8.105,19183,Released,2011-07-12,1341511219,130,False,/n5A7brJCjejceZmHyujwUTVgQNC.jpg,125000000,https://www.warnerbros.com/movies/harry-potter-and-deathly-hallows-part-2/,tt1201607,en,Harry Potter and the Deathly Hallows: Part 2,"Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.",110.974,/c54HpQmuwXjHq2C9wmoACjxoom3.jpg,It all ends here.,"Fantasy, Adventure","Warner Bros. Pictures, Heyday Films","United Kingdom, United States of America",English,"witch, dying and death, saving the world, self sacrifice, magic, school of witchcraft, sorcerer, school, battle, wizard, teenage hero, christmas, based on young adult novel, good versus evil, wizarding world",8.1,['Amazon Prime Video']
48,49,11,Star Wars,8.204,19155,Released,1977-05-25,775398007,121,False,/zqkmTXzjkAgXmEWLRsY4UpTWCeo.jpg,11000000,http://www.starwars.com/films/star-wars-episode-iv-a-new-hope,tt0076759,en,Star Wars,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,88.559,/6FfCtAuVAW8XJjZ7eWeLibRLWTw.jpg,"A long time ago in a galaxy far, far away...","Adventure, Action, Science Fiction","Lucasfilm Ltd., 20th Century Fox",United States of America,English,"empire, galaxy, rebellion, android, hermit, smuggling (contraband), freedom, rebel, rescue mission, space, planet, desert, super power, oppression, space opera, wizard, totalitarianism",8.6,['Amazon Prime Video']
50,51,14160,Up,7.949,18857,Released,2009-05-28,735099082,96,False,/hGGC9gKo7CFE3fW07RA587e5kol.jpg,175000000,http://disney.go.com/disneypictures/up/,tt1049413,en,Up,"Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.",90.968,/vpbaStTMt8qqXaEgnOR2EE4DNJk.jpg,The greatest adventure is just getting back home.,"Animation, Comedy, Family, Adventure",Pixar,United States of America,English,"central and south america, age difference, balloon, travel, dog, duringcreditsstinger, pets, exploring, senior",8.3,"['Amazon Prime Video', 'Disney+ hotstar']"
52,53,238,The Godfather,8.707,18677,Released,1972-03-14,245066411,175,False,/tmU7GeKVybMWFButWEGl2M4GeiP.jpg,6000000,http://www.thegodfather.com/,tt0068646,en,The Godfather,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",158.448,/3bhkrj58Vtu7enYsRolD1fZdja1.jpg,An offer you can't refuse.,"Drama, Crime","Paramount, Alfran Productions",United States of America,"English, Italian, Latin","based on novel or book, loss of loved one, love at first sight, italy, symbolism, patriarch, europe, organized crime, mafia, religion, lawyer, revenge motive, crime family, sicilian mafia, religious hypocrisy, gun violence, rise to power, dead horse, gang violence, 1940s, 1950s, mafia war",9.2,['Amazon Prime Video']
53,54,286217,The Martian,7.678,18525,Released,2015-09-30,630600000,141,False,/3dPhs7hUnQLphDFzdkD407VZDYo.jpg,108000000,https://www.20thcenturystudios.com/movies/the-martian,tt3659388,en,The Martian,"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.",76.0,/5BHuvQ6p9kfc091Z8RiFNhCwL4b.jpg,Bring Him Home,"Drama, Adventure, Science Fiction","Scott Free Productions, Genre Films","United Kingdom, United States of America","English, Mandarin","spacecraft, planet mars, based on novel or book, nasa, isolation, botanist, alone, survival, space, engineering, stranded, astronaut, struggle for survival, duringcreditsstinger, deep space, potatoes, 2030s",8.0,"['Netflix', 'Amazon Prime Video']"
54,55,105,Back to the Future,8.314,18442,Released,1985-07-03,381109762,116,False,/5bzPWQ2dFUl2aZKkp7ILJVVkRed.jpg,19000000,http://www.backtothefuture.com/movies/backtothefuture1,tt0088763,en,Back to the Future,"Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.",62.543,/fNOH9f1aA7XRTzl1sAOx9iF553Q.jpg,He's the only kid ever to get into trouble before he was born.,"Adventure, Comedy, Science Fiction","Universal Pictures, Amblin Entertainment",United States of America,English,"flying car, race against time, clock tower, car race, lightning, guitar, plutonium, inventor, journey in the past, invention, time travel, bullying, mad scientist, fish out of water, terrorism, teenage love, destiny, hidden identity, love and romance, teenage life, changing the past or future, 1950s, tiempo, amused",8.5,['Amazon Prime Video']
56,57,634649,Spider-Man: No Way Home,7.99,18299,Released,2021-12-15,1921847111,148,False,/14QbnygCuTO0vl7CAFmPf1fgZfV.jpg,200000000,https://www.spidermannowayhome.movie,tt10872600,en,Spider-Man: No Way Home,"Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.",186.065,/5weKu49pzJCt06OPpjvT80efnQj.jpg,The Multiverse unleashed.,"Action, Adventure, Science Fiction","Marvel Studios, Pascal Pictures, Columbia Pictures",United States of America,"English, Tagalog","new york city, hero, showdown, magic, loss of loved one, secret identity, superhero, villain, portal, sequel, vigilante, superhero team, alternate reality, masked vigilante, spider web, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), fight for justice, teen superhero, superhero teamup, returning hero, crossover, teamwork",8.2,['Amazon Prime Video']
