Unnamed: 0.1,Unnamed: 0,id,title,vote_average,vote_count,status,release_date,revenue,runtime,adult,backdrop_path,budget,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,tagline,genres,production_companies,production_countries,spoken_languages,keywords,imdb_rating,where_to_watch
3074,4909,2134,The Time Machine,7.35,735,Released,1960-05-25,5902,103,False,/bUA6Fu0C2jGqrjn0A9AJwTRpq41.jpg,750000,,tt0054387,en,The Time Machine,A Victorian Englishman travels to the far future and finds that humanity has divided into two hostile species.,26.468,/x3BOzx2rUc5c3gG9UCelzSxv8n4.jpg,You Will Orbit into the Fantastic Future!,"Thriller, Adventure, Fantasy, Science Fiction, Romance","Galaxy Films Inc., George Pal Productions, Metro-Goldwyn-Mayer",United States of America,English,"future, london, england, based on novel or book, inventor, dystopia, time travel, time machine, victorian england, distant future, steampunk, underground civilization, morlock",7.5,['Amazon Prime Video']
3075,4910,396,Who's Afraid of Virginia Woolf?,7.746,735,Released,1966-06-22,33736689,131,False,/sZxPKiNCK8piKBtXAbm3Ucj6RQk.jpg,7500000,,tt0061184,en,Who's Afraid of Virginia Woolf?,"A history professor and his wife entertain a young couple who are new to the university's faculty. As the drinks flow, secrets come to light, and the middle-aged couple unload onto their guests the full force of the bitterness, dysfunction, and animosity that defines their marriage.",15.624,/wF7ihB5V5gSm6zxjv3ZhHOpgREI.jpg,You are cordially invited to George and Martha's for an evening of fun and games,Drama,"Chenault Productions, Warner Bros. Pictures",United States of America,"English, Latin","adultery, alcohol, professor, married couple, son, guest, black humor, based on play or musical, campus, new england, one night, marital tensions",8.0,['Amazon Prime Video']
3077,4913,40794,Loose Cannons,7.31,734,Released,2010-02-12,8220215,108,False,/h3ZaWGmoUPeFVOQGQE8KXIdMael.jpg,7000000,,tt1405810,it,Mine vaganti,"Tommaso is the youngest son of the Cantones, a large, traditional southern Italian family operating a pasta-making business since the 1960s. On a trip home from Rome, where he studies literature and lives with his boyfriend, Tommaso decides to tell his parents the truth about himself. But when he is finally ready to come out in front of the entire family, his older brother Antonio ruins his plans.",9.396,/gYSXvD0sB2MRXF5YreSWtdcW4Jv.jpg,The only thing more complicated than love is family.,"Comedy, Drama, Romance","Fandango, Faros Film, RAI Cinema",Italy,"Italian, Turkish","coming out, lgbt, gay theme, lgbt interest",7.2,['Amazon Prime Video']
3078,4914,167581,Free Fall,7.693,734,Released,2013-05-27,0,100,False,/dL4vR0JTH1UaXMHtMvrco0J6kN1.jpg,0,https://www.wolfevideo.com/products/free-fall,tt2617828,de,Freier Fall,"A promising career with the police, a baby on the way... Marc's life seems to be right on track. Then he meets fellow policeman Kay and during their regular jogs Marc experiences a never-before-felt sense of ease and effortlessness -- and what it means to fall in love with another man.",12.799,/fNmiRDUoAPmfS6q6HW5OH7q4VYA.jpg,,"Drama, Romance","Kurhaus Production, ARD",Germany,German,"coming out, infidelity, double life, homophobia, in the closet, police academy, lgbt, bowling alley, police training, trail running, communal shower, homophobic attack",7.5,['Amazon Prime Video']
3079,4915,900667,One Piece Film Red,7.346,733,Released,2022-08-06,150797338,115,False,/A1EWX46DxpEuiha7K0XY6vhWbdZ.jpg,0,https://www.onepiece-filmred.com,tt16183464,ja,ONE PIECE FILM RED,"Uta — the most beloved singer in the world. Her voice, which she sings with while concealing her true identity, has been described as “otherworldly.” She will appear in public for the first time at a live concert. As the venue fills with all kinds of Uta fans — excited pirates, the Navy watching closely, and the Straw Hats led by Luffy who simply came to enjoy her sonorous performance — the voice that the whole world has been waiting for is about to resound.",293.869,/ogDXuVkO92GcETZfSofXXemw7gb.jpg,An almighty voice. With fiery red locks.,"Animation, Adventure, Action, Fantasy","Toei Animation, Shueisha, Toei Company, Fuji Television Network, Bandai, Bandai Namco Entertainment, ADK Emotions, dentsu",Japan,Japanese,"pirate, fighting, super power, aftercreditsstinger, anime",6.7,['Amazon Prime Video']
3082,4919,6916,"Watch Out, We're Mad",7.414,733,Released,1974-03-29,36782781,98,False,/d6xVQ1p3bc3P7OiTNaR1fCbWHGk.jpg,0,,tt0069697,it,...altrimenti ci arrabbiamo!,"After a tied 1st place in a local stunt race, two drivers start a contest to decide who of them will own the prize, a dune buggy. But when a mobster destroys the car, they are determined to get it back.",14.658,/nsnVnZDqlpe6CHENnapq19RGRzC.jpg,,"Action, Comedy","Capital Film, Filmayer","Spain, Italy","English, Italian","car race, chase, crime boss, car crash, truck driver, dune buggy, bumper car, buddy movie",7.3,['Amazon Prime Video']
3083,4921,9299,Thesis,7.441,732,Released,1996-04-11,2647055,125,False,/zjubAYx9JABJ9seZw64tWGM6y18.jpg,0,,tt0117883,es,Tesis,"While doing a thesis about violence, Ángela finds a snuff video where a girl is tortured to death. Soon she discovers that the girl was a former student at her college...",11.799,/m9o1oQrCBgL3EnvCqBr7xQ2Haco.jpg,My name is Ángela. They're going to kill me.,"Horror, Thriller","Sogepaq, Las Producciones del Escorpión S.L.",Spain,Spanish,"research, madrid, spain, kidnapping, psychopath, snuff, friends, film in film, murder, serial killer, thesis, psycho, video tape, college student",7.4,['Amazon Prime Video']
3085,4926,10787,The Invisible Man,7.518,731,Released,1933-11-03,0,71,False,/qLgG1VEnUydEsclNPkjxzKdnZy8.jpg,328000,,tt0024184,en,The Invisible Man,"Working in Dr. Cranley's laboratory, scientist Jack Griffin was always given the latitude to conduct some of his own experiments. His sudden departure, however, has Cranley's daughter Flora worried about him. Griffin has taken a room at the nearby Lion's Head Inn, hoping to reverse an experiment he conducted on himself that made him invisible. But the experimental drug has also warped his mind, making him aggressive and dangerous. He's prepared to do whatever it takes to restore his appearance.",17.645,/a8WoUk92OLHnU5sODmdGaOi5iaH.jpg,H.G. Wells' Fantastic Out Of This World Show!,"Horror, Science Fiction",Universal Pictures,United States of America,English,"based on novel or book, insanity, chemical, train accident, mad scientist, murder, fugitive, snow, black and white, chemist, scientist, invisible, pre-code, invisible person, invisibility, manhunt, experiment gone awry, invisible man",7.6,['Amazon Prime Video']
3097,4948,39107,Dragon Ball Z: Fusion Reborn,7.458,726,Released,1995-03-04,23500000,55,False,/wbXRtP8QhItxuWC365CzOhqJFba.jpg,0,,tt0142236,ja,ドラゴンボールZ 復活のフュージョン!! 悟空とベジータ,"Not paying attention to his job, a young demon allows the evil cleansing machine to overflow and explode, turning the young demon into the infamous monster Janemba. Goku and Vegeta make solo attempts to defeat the monster, but realize their only option is fusion.",43.007,/7AHvaEAeQfkfJ4OqcBePxa2ao09.jpg,,"Animation, Action, Fantasy, Science Fiction","Toei Company, Bird Studios, Toei Animation",Japan,Japanese,"martial arts, based on manga, anime, villian",7.6,['Amazon Prime Video']
3098,4950,3777,Throne of Blood,7.934,726,Released,1957-01-15,13422,108,False,/aliPMgGiHu8hnnNS5thAjExr3j1.jpg,0,,tt0050613,ja,蜘蛛巣城,"Returning to their lord's castle, samurai warriors Washizu and Miki are waylaid by a spirit who predicts their futures. When the first part of the spirit's prophecy comes true, Washizu's scheming wife, Asaji, presses him to speed up the rest of the spirit's prophecy by murdering his lord and usurping his place. Director Akira Kurosawa's resetting of William Shakespeare's ""Macbeth"" in feudal Japan is one of his most acclaimed films.",16.267,/iDmEAMZd3eYxfcK9EXVOddtEb7e.jpg,,"Drama, History",TOHO,Japan,Japanese,"japan, samurai, based on novel or book, prophecy, castle, ambition, betrayal, ghost, jidaigeki, feudal lord, feudal japan",8.0,['Amazon Prime Video']
3099,4953,11704,The Secret of NIMH,7.417,725,Released,1982-06-17,14665733,82,False,/mVZJGuEIOrJCyAC28TxxsXFPnxd.jpg,7000000,,tt0084649,en,The Secret of NIMH,"A widowed field mouse must move her family -- including an ailing son -- to escape a farmer's plow. Aided by a crow and a pack of superintelligent, escaped lab rats, the brave mother struggles to transplant her home to firmer ground.",28.956,/bqH0pbnt92C8WJ3lwLhllQZndeY.jpg,Right before your eyes and beyond your wildest dreams.,"Family, Animation, Fantasy, Adventure","United Artists, Aurora, Mrs. Brisby Ltd., Sullivan Bluth Studios",United States of America,English,"widow, mouse, crow, illness",7.5,"['Amazon Prime Video', 'Disney+ hotstar']"
3104,4961,3085,His Girl Friday,7.43,723,Released,1940-01-18,0,92,False,/rtoov3RgTji1xtWh3rdwMr7jkq0.jpg,0,,tt0032599,en,His Girl Friday,"Walter Burns is an irresistibly conniving newspaper publisher desperate to woo back his paper’s star reporter, who also happens to be his estranged wife. She’s threatening to quit and settle down with a new beau, but, as Walter knows, she has a weakness: she can’t resist a juicy scoop.",13.967,/da95rurNghmKWmraPyqP6IsnAt1.jpg,She learned about men from him!,"Comedy, Romance",Columbia Pictures,United States of America,"English, French","prison, journalist, suicide, journalism, based on play or musical, wager, fugitive, black and white, screwball comedy, corrupt politician, newspaper editor, insurance agent, fiancé fiancée relationship, press room, political corruption, rolltop desk, reprieve, criterion, bride-to-be, ex spouses, imminent execution, convicted murderer, dialogue driven, comedy of remarriage",7.8,['Amazon Prime Video']
3111,4976,455714,Bad Genius,7.924,721,Released,2017-05-03,42350000,130,False,/gOgBpD5NivnWIqZYTBFSmAtziuJ.jpg,1839169,http://www.chalardgamesgoeng.com,tt6788942,th,ฉลาดเกมส์โกง,"Lynn, a brilliant student, after helping her friends to get the grades they need, develops the idea of starting a much bigger exam-cheating business.",11.449,/mgyvwqn5SYKhfg5kofZDfgH8R0q.jpg,Genius students with one mission... Turning exam answers into millions.,"Drama, Crime, Thriller, Comedy","Jor Kwang Films, GDH 559",Thailand,"English, Thai","australia, school friend, high school, cheating, thailand, father daughter relationship",7.6,['Amazon Prime Video']
3112,4977,6404,Nosferatu the Vampyre,7.318,721,Released,1979-01-17,0,107,False,/cSEOGRhd4WAu0Ph3XsvQGhup9Rz.jpg,1400000,,tt0079641,de,Nosferatu - Phantom der Nacht,"Jonathan Harker, a real estate agent, goes to Transylvania to visit the mysterious Count Dracula and formalize the purchase of a property in Wismar. Once Jonathan is caught under his evil spell, Dracula travels to Wismar where he meets the beautiful Lucy, Jonathan's wife, while a plague spreads through the town, now ruled by death.",10.994,/g7fEH8uafDHYDHOafRPkoud0Tjy.jpg,Nosferatu… he who is doomed to wander alone in darkness.,"Drama, Horror","Werner Herzog Filmproduktion, Gaumont, ZDF","Germany, France","English, German","small town, ship, transylvania, vampire, bite, coffin, bed, castle, house, cowardliness, doctor, gypsies, german expressionism, dracula",7.4,['Amazon Prime Video']
3115,4981,127533,Rurouni Kenshin Part I: Origins,7.576,719,Released,2012-08-25,61700000,134,False,/oLPxM7Zx2tsilktqrxCUz5M99cc.jpg,0,http://wwws.warnerbros.co.jp/rurouni-kenshin/index.html,tt1979319,ja,るろうに剣心,"In 1868, after the Bakumatsu war ends, the ex-assassin Kenshin Himura traverses Japan with an inverted sword, to defend the needy without killing.",29.331,/vo3Zs07PZfKNsTrU0pcPZONJcN5.jpg,The Journey Begins.,"Adventure, Action, Fantasy, War, History","Studio Swan, ROCKWORKS, C&I entertainment, IMJ Entertainment, Amuse Soft Entertainment, Warner Bros. Japan, Warner Bros. Pictures",Japan,Japanese,"japan, assassin, samurai, based on manga, 19th century, meiji period",7.4,['Amazon Prime Video']
3116,4983,76758,The Flowers of War,7.482,718,Released,2011-12-15,95311434,146,False,/q8Ea7BIux9GevWePejuz8a1zHx8.jpg,94000000,http://www.theflowersofwarmovie.com/,tt1410063,zh,金陵十三釵,"A Westerner finds refuge with a group of women in a church during Japan's rape of Nanking in 1937. Posing as a priest, he attempts to lead the women to safety.",17.004,/pYltmnA1VDWl45EcVQoJYPsTpLW.jpg,Fighting for freedom.,"Drama, History, War","New Picture Company, Beijing New Picture Film Co. Ltd., EDKO Film","China, Hong Kong","Mandarin, Japanese, English","rape, based on novel or book, brothel, based on true story, atrocity, prostitution, forced prostitution, nanking massacre china 1937, japanese occupation of china",7.5,['Amazon Prime Video']
3117,4984,10683,Happiness,7.476,718,Released,1998-10-16,2807390,139,False,/9iKzakwMt2jxR4hP5Nif7z3fDO8.jpg,3000000,,tt0147612,en,Happiness,"The lives of many individuals connected by the desire for happiness, often from sources usually considered dark or evil.",14.35,/rYfUcEV88Z3gENrfYTE6i8yBkDr.jpg,Finding happiness can be a tragic comedy.,"Comedy, Drama","Good Machine, Killer Films",United States of America,"English, Russian","pedophilia, secret love, rape, sibling relationship, lover (female), partnership, stalker, sister, relationship, pedophile, parenting, extramarital affair, family conflict, unhappiness, obscene telephone call",7.7,['Amazon Prime Video']
3120,4990,15255,Undisputed II: Last Man Standing,7.343,715,Released,2006-04-11,0,93,False,/rBNMvw9AUTYlVNjaEGwSNtgEMtd.jpg,0,,tt0443676,en,Undisputed II: Last Man Standing,"Heavyweight Champ George ""Iceman"" Chambers is sent to a Russian jail on trumped-up drug charges. In order to win his freedom he must fight against the jailhouse fighting champ Uri Boyka in a battle to the death. This time he is not fighting for a title, he is fighting for his life!",36.941,/4bE9t5ctBZXYV3GJ6Xr0l4KRplv.jpg,Wrongfully Accused. Unjustly Imprisoned. Now He's Fighting Back.,"Action, Crime, Thriller","Nu Image Bulgaria, Millennium Media",United States of America,"English, Spanish, French",jail,7.0,['Amazon Prime Video']
3121,4992,635910,The Last Voyage of the Demeter,7.318,715,Released,2023-08-09,21576744,119,False,/qEm4FrkGh7kGoEiBOyGYNielYVc.jpg,45000000,https://www.demetermovie.com,tt1001520,en,The Last Voyage of the Demeter,The crew of the merchant ship Demeter attempts to survive the ocean voyage from Carpathia to London as they are stalked each night by a merciless presence onboard the ship.,307.895,/nrtbv6Cew7qC7k9GsYSf5uSmuKh.jpg,The legend of Dracula is born.,"Thriller, Horror","Phoenix Pictures, DreamWorks Pictures, Wise Owl Media, Reliance Entertainment, Studio Babelsberg, StoryWorks Productions","Germany, India, United Kingdom, United States of America","English, Russian","ship, based on novel or book, sacrifice, vampire, supernatural, gothic horror, dracula, 1890s, excited",6.1,['Amazon Prime Video']
3122,4993,631,Sunrise: A Song of Two Humans,7.858,715,Released,1927-11-04,0,94,False,/hKrrCigPFmhv1bg5IJl9nzjEaN4.jpg,0,,tt0018455,en,Sunrise: A Song of Two Humans,"A married farmer falls under the spell of a slatternly woman from the city, who tries to convince him to drown his wife.",12.269,/oj8ZW8jKXBSs8F1e5iWsTUeXSJW.jpg,"""An artistic masterpiece and also a joy to watch.""","Drama, Romance",Fox Film Corporation,United States of America,No Language,"adultery, lake, love triangle, pig, marriage crisis, country life, indian summer , redemption, rural area, storm, silent film, farmer, troubled marriage, german expressionism",8.1,['Amazon Prime Video']
3123,4995,659959,Summer of 85,7.408,714,Released,2020-07-14,3600000,101,False,/oq1AkrBDj8hRVJqC2NDFT5R1NEa.jpg,6900000,,tt10457128,fr,Été 85,"What do you dream of when you're 16-years-old and in a seaside resort in Normandy in the 1980s? A best friend? A lifelong teen pact? Scooting off on adventures on a boat or a motorbike? Living life at breakneck speed? No. You dream of death. Because you can't get a bigger kick than dying. And that's why you save it till the very end. The summer holidays are just beginning, and this story recounts how Alexis grew into himself.",12.932,/rkJKDC5gYrPXQx9IqNaUhSb3beC.jpg,,"Romance, Drama","Mandarin Production, SCOPE Pictures",France,"French, English","based on novel or book, sailing, normandy, france, motorcycle, teenage boy, lgbt, lgbt teen, summer job, seaside town, 1980s, teenage protagonist, gay theme, boys' love (bl)",6.9,['Amazon Prime Video']
3124,4997,1040,The Leopard,7.672,714,Released,1963-03-28,0,186,False,/myikoqu8Z2gtE7TaBgk9r6fB9MF.jpg,0,,tt0057091,it,Il gattopardo,"As Garibaldi's troops begin the unification of Italy in the 1860s, an aristocratic Sicilian family grudgingly adapts to the sweeping social changes undermining their way of life. Proud but pragmatic Prince Don Fabrizio Salina allows his war hero nephew, Tancredi, to marry Angelica, the beautiful daughter of gauche, bourgeois Don Calogero, in order to maintain the family's accustomed level of comfort and political clout.",13.924,/riSUxwoK3xjkOgy6YJSvPhi7cO6.jpg,Luchino Visconti's enduring romantic adventure,Drama,"Titanus, S.G.C., Société Nouvelle Pathé Cinéma","France, Italy","French, Italian, Latin","plan, civil war, sicily, italy, praise, pastor, arranged marriage, monarchy, country estate, power takeover, political instability, ambition, palermo, sicily, bourbon, naples, italy, opportunist, decadence",7.9,['Amazon Prime Video']
3126,5000,831405,Injustice,7.466,714,Released,2021-10-09,0,78,False,/q4h2ZbhHKhnWvrrqzcjT778zlbn.jpg,0,https://www.dccomics.com/movies/injustice,tt5012504,en,Injustice,"When Lois Lane is killed, an unhinged Superman decides to take control of the Earth. Determined to stop him, Batman creates a team of freedom-fighting heroes. But when superheroes go to war, can the world survive?",21.09,/rzrSeqqpm1BwJ3tcTznztBtLLSD.jpg,,"Animation, Science Fiction, Fantasy, Action","Warner Bros. Animation, DC Entertainment",United States of America,English,"superhero, based on comic, based on video game",6.4,['Amazon Prime Video']
3128,5002,5544,Hiroshima Mon Amour,7.777,712,Released,1959-06-10,3193,92,False,/nHmxbmwGmbY6p5i5Soal4ZJNrTq.jpg,0,,tt0052893,fr,Hiroshima mon amour,"The deep conversation between a Japanese architect and a French actress forms the basis of this celebrated French film, considered one of the vanguard productions of the French New Wave. Set in Hiroshima after the end of World War II, the couple -- lovers turned friends -- recount, over many hours, previous romances and life experiences. The two intertwine their stories about the past with pondering the devastation wrought by the atomic bomb dropped on the city.",16.04,/adLWFW0JC8f3wjhnfBnHlf85Poh.jpg,From the measureless depths of a woman's emotions...,"Drama, History, Romance","Argos Films, Como Films, Daiei Film, Pathé Overseas, Pathé Entertainment","France, Japan","English, French, Japanese","new love, france, atomic bomb, return, lover, architect, hiroshima, japan, black and white, family, extramarital affair, anti war, nouvelle vague",7.8,['Amazon Prime Video']
3129,5004,73456,Barbie: Princess Charm School,7.442,712,Released,2011-08-11,0,79,False,/pR51tWHlUWUEnPUc5my9anqcDto.jpg,0,,tt2066832,en,Barbie: Princess Charm School,"Barbie stars as Blair Willows, a kind-hearted girl who is chosen to attend Princess Charm School: a magical, modern place that teaches dancing, how to have tea parties, and proper princess manners. Blair loves her classes -- as well as the helpful magical sprites and her new friends, Princesses Hadley and Isla. But when royal teacher Dame Devin discovers that Blair looks a lot like the kingdom’s missing princess, she turns Blair’s world upside down to stop her from claiming the throne. Now Blair, Hadley and Delancy must find an enchanted crown to prove Blair’s true identity in this charming and magical princess story!",38.899,/lI2jPbssax6XX5vDqB9mTJHGzfH.jpg,,"Family, Animation, Fantasy","Mattel Entertainment, Rainmaker Entertainment",United States of America,English,"princess, based on toy, school",6.8,['Amazon Prime Video']
3131,5008,532,A Close Shave,7.536,711,Released,1995-04-10,0,30,False,/aCAvih7z9D8FZHrF8sSSaczl9N8.jpg,0,http://www.wallaceandgromit.com/films/a-close-shave,tt0112691,en,A Close Shave,"Wallace's whirlwind romance with the proprietor of the local wool shop puts his head in a spin, and Gromit is framed for sheep-rustling in a fiendish criminal plot.",11.942,/qdIR27trLyrlJ5nmkbcG3Bomah6.jpg,,"Family, Animation, Comedy",Aardman,United Kingdom,English,"prison, sheep, inventor, loyalty, innocence, surrealism, stop motion, framed, dog, animal, sheep rustling, claymation, plasticine, short film, preserved film",8.1,['Amazon Prime Video']
3133,5011,895,Andrei Rublev,8.086,711,Released,1966-12-16,0,183,False,/fKa8Jy2ge1O0IU6zZXnJ2sxUzdU.jpg,0,,tt0060107,ru,Андрей Рублёв,"An expansive Russian drama, this film focuses on the life of revered religious icon painter Andrei Rublev. Drifting from place to place in a tumultuous era, the peace-seeking monk eventually gains a reputation for his art. But after Rublev witnesses a brutal battle and unintentionally becomes involved, he takes a vow of silence and spends time away from his work. As he begins to ease his troubled soul, he takes steps towards becoming a painter once again.",15.486,/910xRIUmNJrWH2hkQifBJtoPp5R.jpg,,"Drama, History","Mosfilm, Tvorcheskoe Obedinienie Pisateley i Kinorabotnikov",Soviet Union,"Tatar, Russian, Italian","rape, christianity, monk, artist, cathedral, crucifixion, famine, painter, icon, biography, tatars, teacher, bell, torture, massacre, brutality, middle ages (476-1453), monastery, tartar, bell maker, 15th century, religious vow",8.0,['Amazon Prime Video']
3138,5021,668461,Slumberland,7.432,709,Released,2022-11-18,0,117,False,/64Btfwp7JWP7qTloYQcoqDaraN3.jpg,35000000,https://www.netflix.com/title/81220825,tt13320662,en,Slumberland,"A young girl discovers a secret map to the dreamworld of Slumberland, and with the help of an eccentric outlaw, she traverses dreams and flees nightmares, with the hope that she will be able to see her late father again.",31.302,/oGd2JUEtr0BZN3pK8yakmoZlVFq.jpg,Every adventure begins with a dream.,"Family, Fantasy","Chernin Entertainment, about:blank",United States of America,English,live action remake,6.7,"['Netflix', 'Amazon Prime Video', 'Disney+ hotstar']"
3140,5027,768362,Missing,7.531,707,Released,2023-01-19,45100756,111,False,/tVH1qEFyKiCpP6kNDFyXKW2Tiif.jpg,7000000,https://www.missing.movie,tt10855768,en,Missing,"When her mother disappears while on vacation in Colombia with her new boyfriend, June’s search for answers is hindered by international red tape. Stuck thousands of miles away in Los Angeles, June creatively uses all the latest technology at her fingertips to try and find her before it’s too late. But as she digs deeper, her digital sleuthing raises more questions than answers... and when June unravels secrets about her mom, she discovers that she never really knew her at all.",27.68,/wEOUYSU5Uf8J7152PT6jdb5233Y.jpg,No one disappears without a trace.,"Thriller, Mystery","Stage 6 Films, Search Party, Bazelevs Entertainment, Screen Gems",United States of America,"English, Spanish","kidnapping, fbi, fake identity, detective story, sequel, teenage girl, los angeles, california, missing person, found footage, mysterious, abuse, generation z, amateur sleuth, complex, mother daughter relationship, screenlife, colombia, direct, empathetic",7.1,['Amazon Prime Video']
3141,5029,609242,The Heist of the Century,7.799,706,Released,2020-01-16,7627100,114,False,/1umKVgbjFG5Cho5ZKTpcvRFJjuJ.jpg,0,,tt10948718,es,El robo del siglo,"In 2006, a group of thieves performed what is considered one of the most famous and smart bank heists in the history of Argentina. How they robbed the Rio bank is as surprising as what happened afterwards. This is their story.",16.894,/1zL4VCVin4S8kOXhszMDqfwWPCM.jpg,The Story Of The Theft That Made History,"Comedy, Thriller, Crime","Viacom International Inc., Telefe, AZ Films, MarVista Entertainment, Film Tonic, INCAA, Cine Argentino","Argentina, United States of America",Spanish,"heist, bank robbery, bank heist",7.1,['Amazon Prime Video']
3143,5033,28978,The Circus,8.005,706,Released,1928-01-06,0,72,False,/fSu9eMwiGR7YVznegeB4JQPKgrO.jpg,9000000,,tt0018773,en,The Circus,"Charlie, a wandering tramp, becomes a circus handyman - soon the star of the show - and falls in love with the circus owner's stepdaughter.",10.148,/3FywbVq2qGqbYHPCy2NJcOf0gmp.jpg,The Circus is Here!,"Comedy, Romance","Charles Chaplin Productions, United Artists",United States of America,No Language,"circus, tramp, black and white, silent film, employer employee relationship, little tramp, preserved film",8.1,['Amazon Prime Video']
3144,5034,313106,Doctor Who: The Day of the Doctor,8.17,705,Released,2013-11-23,10000000,77,False,/dmkFQ2f6vb8fR7kRgjlsG7h7QiG.jpg,0,http://www.bbc.co.uk/programmes/p01l1z04,tt2779318,en,Doctor Who: The Day of the Doctor,"In 2013, something terrible is awakening in London's National Gallery; in 1562, a murderous plot is afoot in Elizabethan England; and somewhere in space an ancient battle reaches its devastating conclusion. All of reality is at stake as the Doctor's own dangerous past comes back to haunt him.",8.294,/yxLra5R61s5J4M5L3mqOY42K5md.jpg,,"Science Fiction, Adventure",BBC Wales,United Kingdom,English,"time travel, alien",9.3,['Amazon Prime Video']
3147,5041,1939,Laura,7.653,704,Released,1944-10-11,2000000,88,False,/9r20ZZDnUymGFlVPHKV2euTPTxk.jpg,1020000,,tt0037008,en,Laura,A police detective falls in love with the woman whose murder he's investigating.,14.557,/j0zEiFFrdbZnMXqD3piOtZBJeNB.jpg,The story of a love that became the most fearful thing that ever happened to a woman!,"Drama, Mystery",20th Century Fox,United States of America,English,"jealousy, obsession, advertising expert, shotgun, detective, investigation, mistaken identity, romance, film noir, murder, whodunit, black and white, investigator, intrigue, portrait, police investigation, murder mystery, murder suspect, 1940s, other woman, suspense",7.9,['Amazon Prime Video']
3151,5051,980489,Gran Turismo,8.068,702,Released,2023-08-09,114800000,135,False,/xFYpUmB01nswPgbzi8EOCT1ZYFu.jpg,60000000,https://www.granturismo.movie,tt4495098,en,Gran Turismo,The ultimate wish-fulfillment tale of a teenage Gran Turismo player whose gaming skills won him a series of Nissan competitions to become an actual professional racecar driver.,2680.593,/51tqzRtKMMZEYUpSYkrUE7v9ehm.jpg,From gamer to racer.,"Action, Drama, Adventure","PlayStation Productions, 2.0 Entertainment, Columbia Pictures",United States of America,"English, German, Japanese","based on true story, racing, based on video game, duringcreditsstinger, exhilarated, joyful",7.1,['Amazon Prime Video']
3152,5053,33320,Millennium Actress,7.839,701,Released,2002-09-14,37641,87,False,/xVfH2wJ97PgrbvFv6TogKMoqNqT.jpg,0,,tt0291350,ja,千年女優,"Documentary filmmaker Genya Tachibana has tracked down the legendary actress Chiyoko Fujiwara, who mysteriously vanished at the height of her career. When he presents her with a key she had lost and thought was gone forever, the filmmaker could not have imagined that it would not only unlock the long-held secrets of Chiyoko’s life... but also his own.",21.544,/p44UXOFBCY5xbpCKEsWpi4filCD.jpg,,"Animation, Drama, Romance",Madhouse,Japan,Japanese,"japan, china, key, surreal, earthquake, second sino-japanese war (1937-45), historical, recluse, adult animation, movie star, story within the story, edo period, sengoku period, shouwa period, accident, anime, meiji period, recollection, movie studio, actress",7.8,['Amazon Prime Video']
3155,5061,12498,Sling Blade,7.537,700,Released,1996-08-30,34100000,135,False,/s0MYaSiEZy9H0cXxxay5LEdcxYs.jpg,1200000,https://www.miramax.com/movie/sling-blade/,tt0117666,en,Sling Blade,"Karl Childers, a mentally disabled man, has been in the custody of the state mental hospital since the age of 12 for killing his mother and her lover. Although thoroughly institutionalized, he is deemed fit to be released into the outside world.",19.723,/y7kYNk6gJMkPx1YfXhXw6fMTstf.jpg,A simple man. A difficult choice.,Drama,"Miramax, Shooting Gallery",United States of America,English,"arkansas, repair shop, southern, death threat, religious art, father figure, intellectual disability",8.0,['Amazon Prime Video']
3159,5067,10911,The Guns of Navarone,7.308,699,Released,1961-04-27,28900000,158,False,/AsBJ7JjNR7wcONrfkUW027C8D5c.jpg,6000000,,tt0054953,en,The Guns of Navarone,"A team of allied saboteurs are assigned an impossible mission: infiltrate an impregnable Nazi-held island and destroy the two enormous long-range field guns that prevent the rescue of 2,000 trapped British soldiers.",21.499,/j6VSFnm20GlkUi8yb7hM5Qfc1fA.jpg,The Greatest High Adventure Ever Filmed!,"War, Action, Adventure","Highroad Productions, Columbia Pictures","United Kingdom, United States of America","German, Greek, English","army, based on novel or book, fort, allies, world war ii",7.5,['Amazon Prime Video']
3162,5073,13060,Lifted,7.448,698,Released,2006-12-28,0,5,False,/13CqQIOwZ0dkAxgzL7W4VcJLDAg.jpg,0,https://www.pixar.com/lifted#lifted-1,tt0945571,en,Lifted,"When an overconfident teen alien gets behind the controls of a spaceship, he must attempt to abduct a slumbering farmer under the watchful eye of a critical instructor. But abducting humans requires precision and a gentle touch, and within a few missteps it's painfully clear why more humans don't go missing every year.",9.894,/iwI3R8ZR3MQ5dnTx9tHSiS81i4W.jpg,Failure is an option.,"Family, Animation, Science Fiction, Comedy","Pixar, Walt Disney Pictures",United States of America,English,"alien, farmer, alien spaceship, short film, teenager",7.7,"['Amazon Prime Video', 'Disney+ hotstar']"
3164,5080,407806,13th,7.948,697,Released,2016-10-07,0,100,False,/yLGeoh6HJEdA2qYmIPJ4Q2vPHdy.jpg,0,,tt5895028,en,13th,An in-depth look at the prison system in the United States and how it reveals the nation's history of racial inequality.,8.682,/tcKNWD6IFPPsvkpvyZ548naz0is.jpg,From slave to criminal with one amendment.,Documentary,Kandoo Films,United States of America,English,"prison, politics, slavery, race politics, murder, conspiracy, racism, race, illegal drugs, political correctness, woman director, usa history, political debate, political documentary, social & cultural documentary, african american history",8.2,"['Netflix', 'Amazon Prime Video']"
